Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
4212,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. fanni,1,5,1,2,5
4213,CSE3025 ,Large Scale Data Processing,Dr. aansi,4,2,2,5,4
4214,CSE1003 ,Digital Logic and Design,Dr. sonika,5,2,3,5,3
4215,CSE4014 ,High Performance Computing,Dr. sajju,2,1,3,5,4
4216,CSE3029 ,Game Programming,Dr. shelly,2,3,3,5,4
4217,CSE1004 ,Network and Communication,Dr. mam,5,2,1,5,4
4218,CSE1004 ,Network and Communication,Dr. harvinder,4,5,3,2,4
4219,ECE3501,IoT Fundamentals,Dr. sabra,3,2,2,4,3
4220,CSE2023,Robotic Process Automation,Dr. dixya,5,4,1,5,2
4221,CSE4001 ,Parallel and Distributed Computing,Dr. injum,3,3,0,5,4
4222,CSE3020 ,Data Visualization,Dr. nayna,3,3,4,1,4
4223,CSE1007 ,Java Programming,Dr. pallawi,5,5,0,2,4
4224,CSE3020 ,Data Visualization,Dr. kamana,3,1,2,2,3
4225,CSE2006 ,Microprocessor and Interfacing,Dr. awdesh,3,2,1,2,5
4226,CSE1003 ,Digital Logic and Design,Dr. savreen,5,1,2,4,3
4227,CSE4004 ,Digital Forensics,Dr. chhotu,4,2,2,5,3
4228,CSE3011 ,Robotics and its Applications,Dr. kauslender,2,5,1,5,2
4229,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. sehran,5,4,4,2,5
4230,CSE2006 ,Microprocessor and Interfacing,Dr. sabba,1,1,3,5,5
4231,CSE2005 ,Operating Systems,Dr. vaibav,3,2,2,2,4
4232,MAT1014,Discrete Mathematics and Graph Theory,Dr. minaxi,4,5,3,2,5
4233,CSE2004 ,Database Management Systems,Dr. sharda,4,3,1,2,5
4234,CSE3505,Foundations of Data Analytics,Dr. ravindera,3,3,1,1,4
4235,CSE3501,Information Security Analysis and Audit,Dr. ranni,1,5,2,2,2
4236,CSE3013 ,Artificial Intelligence,Dr. ramtek,1,4,2,5,4
4237,CSE3020 ,Data Visualization,Dr. ujjawal,4,5,1,3,2
4238,CSE1003 ,Digital Logic and Design,Dr. niksiya,4,3,1,4,4
4239,CSE3025 ,Large Scale Data Processing,Dr. munni,2,4,5,4,4
4240,CSE3505,Foundations of Data Analytics,Dr. keshar,5,1,1,5,5
4241,CSE3002 ,Internet and Web Programming,Dr. iklakh,3,3,4,3,3
4242,CSE3025 ,Large Scale Data Processing,Dr. nathani,1,2,4,1,5
4243,CSE3009 ,Internet of Things,Dr. tajrani,1,2,0,5,2
4244,EEE1001,Basic Electrical and Electronics Engineering,Dr. gajana,1,5,1,4,4
4245,CSE2011 ,Data Structures and Algorithms,Dr. devasish,4,5,3,2,5
4246,CSE4019 ,Image Processing,Dr. chanchal,2,5,1,1,2
4247,CSE2006 ,Microprocessor and Interfacing,Dr. shivraj,5,5,4,2,4
4248,CSE3001 ,Software Engineering,Dr. mahendra,2,5,2,1,2
4249,CSE1003 ,Digital Logic and Design,Dr. sehran,2,2,2,4,2
4250,CSE3018 ,Content Based Image and Video Retrieval,Dr. gunjan,1,3,0,4,5
4251,CSE3001 ,Software Engineering,Dr. dinkar,5,2,0,1,5
4252,CSE4003 ,Cyber Security,Dr. arham,4,5,0,2,3
4253,CSE2004 ,Database Management Systems,Dr. veepal,1,3,2,3,2
4254,CSE4020 ,Machine Learning,Dr. veerbhan,1,3,2,1,2
4255,CSE4019 ,Image Processing,Dr. nazmuslam,5,2,2,2,3
4256,CSE3009 ,Internet of Things,Dr. alseepa,3,4,2,5,2
4257,CSE2005 ,Operating Systems,Dr. sakir,5,5,1,4,4
4258,CSE2001 ,Computer Architecture and Organization,Dr. rajkaranta,3,2,1,4,5
4259,CSE3001 ,Software Engineering,Dr. veepinchand,5,3,0,4,2
4260,CSE3013 ,Artificial Intelligence,Dr. banu,5,3,1,3,2
4261,MAT2002,Applications of Differential and Difference Equations,Dr. jasiram,2,1,4,4,5
4262,EEE1001,Basic Electrical and Electronics Engineering,Dr. premla,1,5,0,3,2
4263,EEE1001,Basic Electrical and Electronics Engineering,Dr. asif,1,5,0,5,2
4264,CSE3505,Foundations of Data Analytics,Dr. jenifer,4,1,1,5,3
4265,CSE2023,Robotic Process Automation,Dr. shaturughyan,1,1,1,1,4
4266,CSE3009 ,Internet of Things,Dr. budhwanti,1,1,2,5,5
4267,MAT3004 ,Applied Linear Algebra,Dr. priyaki,2,4,1,1,4
4268,MAT3004 ,Applied Linear Algebra,Dr. preti,2,5,0,3,2
4269,CSE3006 ,Embedded System Design,Dr. barjesh,4,3,1,4,2
4270,CSE3505,Foundations of Data Analytics,Dr. joyate,5,1,2,1,3
4271,CSE4011 ,Virtualization,Dr. pokhar,1,1,2,2,4
4272,MAT2002,Applications of Differential and Difference Equations,Dr. shushree,1,3,1,2,2
4273,CSE3502,Information Security Management,Dr. mallika,2,4,2,4,3
4274,CSE1003 ,Digital Logic and Design,Dr. ruchit,3,2,0,5,2
4275,EEE1001,Basic Electrical and Electronics Engineering,Dr. muskuran,2,4,2,1,3
4276,CSE1004 ,Network and Communication,Dr. rajl,1,1,1,1,2
4277,CSE2014,Compiler Design,Dr. kashish,4,4,1,1,4
4278,CSE3002 ,Internet and Web Programming,Dr. rajkali,1,2,1,1,2
4279,CSE3020 ,Data Visualization,Dr. anirudh,2,2,0,1,2
4280,CSE3505,Foundations of Data Analytics,Dr. tool,1,2,2,2,3
4281,CSE1003 ,Digital Logic and Design,Dr. devendr,1,2,1,2,5
4282,CSE1003 ,Digital Logic and Design,Dr. bhatri,4,4,0,1,5
4283,CSE4020 ,Machine Learning,Dr. guman,5,1,1,5,2
4284,CSE3024 ,Web Mining,Dr. jeba,1,2,1,5,4
4285,CSE3002 ,Internet and Web Programming,Dr. harbinder,2,4,3,4,5
4286,MAT2002,Applications of Differential and Difference Equations,Dr. jot,2,4,4,2,4
4287,CSE2013,Theory of Computation,Dr. sedarath,2,3,2,2,3
4288,CSE3001 ,Software Engineering,Dr. fazaz,4,5,4,1,3
4289,CSE3021 ,Social and Information Networks,Dr. sheelu,4,1,3,4,3
4290,ECE3502,IoT Domain Analyst,Dr. bindi,2,5,1,1,3
4291,CSE4003 ,Cyber Security,Dr. seeriya,4,2,2,2,4
4292,CSE2006 ,Microprocessor and Interfacing,Dr. chhidu,1,1,4,5,5
4293,CSE3011 ,Robotics and its Applications,Dr. gulsan,4,2,2,1,2
4294,CSE2011 ,Data Structures and Algorithms,Dr. nabijan,1,3,1,2,4
4295,CSE4001 ,Parallel and Distributed Computing,Dr. kavit,5,3,2,5,3
4296,CSE3006 ,Embedded System Design,Dr. ramdevi,3,4,2,5,2
4297,CSE2001 ,Computer Architecture and Organization,Dr. dilbar,2,2,3,4,3
4298,CSE3506,Essentials of Data Analytics,Dr. liveri,2,1,2,3,5
4299,CSE3020 ,Data Visualization,Dr. saifali,4,5,2,3,3
4300,CSE2014,Compiler Design,Dr. sushhmita,1,3,2,5,3
4301,CSE4015 ,Human Computer Interaction,Dr. kajal,1,4,0,5,2
4302,CSE3020 ,Data Visualization,Dr. chaman,1,5,1,2,4
4303,MAT2002,Applications of Differential and Difference Equations,Dr. durgalal,5,4,4,4,3
4304,CSE2005 ,Operating Systems,Dr. lave,5,1,5,5,4
4305,CSE4015 ,Human Computer Interaction,Dr. riyaz,4,3,4,3,5
4306,CSE2011 ,Data Structures and Algorithms,Dr. deepali,2,4,4,2,3
4307,MAT1014,Discrete Mathematics and Graph Theory,Dr. adnan,1,1,1,5,2
4308,CSE4014 ,High Performance Computing,Dr. shadna,1,3,1,5,2
4309,CSE3002 ,Internet and Web Programming,Dr. bhajan,4,4,3,3,5
4310,CSE4004 ,Digital Forensics,Dr. mobsheera,1,4,4,2,5
4311,CSE3009 ,Internet of Things,Dr. lalaram,1,5,1,5,2
4312,CSE3506,Essentials of Data Analytics,Dr. moolchand,5,4,1,1,3
4313,CSE3505,Foundations of Data Analytics,Dr. dilbar,2,5,5,3,5
4314,CSE3024 ,Web Mining,Dr. prya,5,1,2,4,3
4315,CSE1004 ,Network and Communication,Dr. mathura,5,5,2,3,4
4316,CSE3025 ,Large Scale Data Processing,Dr. aswani,3,2,4,2,5
4317,CSE3001 ,Software Engineering,Dr. puspha,4,3,0,4,2
4318,CSE3009 ,Internet of Things,Dr. tanushri,2,1,3,3,3
4319,EEE1001,Basic Electrical and Electronics Engineering,Dr. ravina,5,1,2,5,5
4320,CSE3029 ,Game Programming,Dr. navnit,5,4,0,5,4
4321,CSE2013,Theory of Computation,Dr. mohmad,4,5,1,1,4
4322,CSE3018 ,Content Based Image and Video Retrieval,Dr. subhakar,2,3,2,5,3
4323,CSE4022 ,Natural Language Processing,Dr. jatan,5,4,1,5,3
4324,CSE3505,Foundations of Data Analytics,Dr. urwashi,1,3,2,3,5
4325,EEE1001,Basic Electrical and Electronics Engineering,Dr. vesali,1,3,0,3,3
4326,CSE3029 ,Game Programming,Dr. abhinash,3,1,2,3,4
4327,CSE3020 ,Data Visualization,Dr. sahadeb,4,2,4,2,4
4328,MAT1014,Discrete Mathematics and Graph Theory,Dr. jahani,2,2,1,2,5
4329,CSE2023,Robotic Process Automation,Dr. seema,4,4,1,3,4
4330,CSE4001 ,Parallel and Distributed Computing,Dr. nehal,1,4,2,1,4
4331,EEE1001,Basic Electrical and Electronics Engineering,Dr. karisma,1,4,2,5,4
4332,CSE3020 ,Data Visualization,Dr. poga,5,2,1,5,4
4333,CSE3020 ,Data Visualization,Dr. marjana,4,5,3,4,4
4334,CSE4001 ,Parallel and Distributed Computing,Dr. uttam,3,4,1,3,4
4335,CSE4001 ,Parallel and Distributed Computing,Dr. dana,4,2,4,2,5
4336,CSE3009 ,Internet of Things,Dr. sudeshwer,5,2,1,1,2
4337,CSE3506,Essentials of Data Analytics,Dr. kisori,5,5,1,1,2
4338,CSE4015 ,Human Computer Interaction,Dr. gargi,3,5,3,3,5
4339,CSE3024 ,Web Mining,Dr. minaxi,5,3,1,2,2
4340,CSE2001 ,Computer Architecture and Organization,Dr. arbaz,5,4,3,2,5
4341,CSE3029 ,Game Programming,Dr. dayal,4,5,1,5,2
4342,CSE3018 ,Content Based Image and Video Retrieval,Dr. nisat,1,3,2,5,4
4343,CSE3025 ,Large Scale Data Processing,Dr. dipak,5,2,1,2,5
4344,CSE3001 ,Software Engineering,Dr. shokar,4,1,4,3,5
4345,CSE3001 ,Software Engineering,Dr. andhav,2,5,3,1,3
4346,CSE2012,Design and analysis of algorithms,Dr. chitu,1,2,2,1,5
4347,CSE2001 ,Computer Architecture and Organization,Dr. joy,3,5,6,1,5
4348,CSE3025 ,Large Scale Data Processing,Dr. ruka,4,5,3,3,2
4349,CSE3002 ,Internet and Web Programming,Dr. manbai,5,1,2,5,5
4350,CSE4001 ,Parallel and Distributed Computing,Dr. chitra,5,5,3,3,4
4351,CSE4015 ,Human Computer Interaction,Dr. shaloo,5,2,0,4,4
4352,EEE1001,Basic Electrical and Electronics Engineering,Dr. sobi,5,4,1,5,2
4353,CSE4015 ,Human Computer Interaction,Dr. versha,1,3,2,3,3
4354,CSE2005 ,Operating Systems,Dr. shelesh,3,5,2,5,3
4355,CSE2012,Design and analysis of algorithms,Dr. muneer,2,5,4,3,5
4356,CSE2005 ,Operating Systems,Dr. zuveb,5,5,1,2,4
4357,CSE1007 ,Java Programming,Dr. rohthash,2,2,1,1,2
4358,CSE3009 ,Internet of Things,Dr. rinku,1,2,5,4,5
4359,CSE2011 ,Data Structures and Algorithms,Dr. hare,1,4,1,5,5
4360,CSE2013,Theory of Computation,Dr. nazrin,3,3,0,2,5
4361,CSE3021 ,Social and Information Networks,Dr. khushnuma,2,2,1,2,4
4362,CSE3505,Foundations of Data Analytics,Dr. onginye,3,4,2,1,2
4363,CSE1007 ,Java Programming,Dr. veer,4,5,2,5,4
4364,CSE2011 ,Data Structures and Algorithms,Dr. anchal,2,5,1,5,4
4365,CSE3025 ,Large Scale Data Processing,Dr. fida,4,5,1,5,2
4366,CSE2023,Robotic Process Automation,Dr. krishana,3,5,3,4,2
4367,CSE4003 ,Cyber Security,Dr. smariti,2,5,2,3,4
4368,CSE2023,Robotic Process Automation,Dr. daniel,3,4,1,4,2
4369,CSE1003 ,Digital Logic and Design,Dr. bhanweri,3,5,5,3,5
4370,CSE1003 ,Digital Logic and Design,Dr. silvia,4,2,1,1,2
4371,CSE2006 ,Microprocessor and Interfacing,Dr. jasmen,4,1,1,4,5
4372,ECE3502,IoT Domain Analyst,Dr. surgayan,2,3,2,1,4
4373,CSE4004 ,Digital Forensics,Dr. sardar,4,3,3,1,3
4374,CSE2006 ,Microprocessor and Interfacing,Dr. saranthem,5,4,1,4,2
4375,CSE2001 ,Computer Architecture and Organization,Dr. edris,3,2,3,5,4
4376,CSE2023,Robotic Process Automation,Dr. rambha,5,3,3,2,3
4377,CSE4019 ,Image Processing,Dr. harison,4,5,1,5,3
4378,ECE3501,IoT Fundamentals,Dr. amratalal,2,5,2,2,2
4379,MAT1014,Discrete Mathematics and Graph Theory,Dr. netra,4,1,4,3,4
4380,CSE2023,Robotic Process Automation,Dr. tilakraj,3,1,2,1,2
4381,CSE3506,Essentials of Data Analytics,Dr. musra,1,4,1,2,2
4382,CSE1003 ,Digital Logic and Design,Dr. baidnath,5,4,2,5,3
4383,CSE2001 ,Computer Architecture and Organization,Dr. sunil,2,1,1,4,3
4384,CSE2012,Design and analysis of algorithms,Dr. jile,4,5,1,2,4
4385,CSE4019 ,Image Processing,Dr. raghbir,1,5,2,2,2
4386,CSE3024 ,Web Mining,Dr. neaha,5,5,0,1,3
4387,CSE4003 ,Cyber Security,Dr. mairy,3,2,3,3,5
4388,CSE2005 ,Operating Systems,Dr. hardass,3,2,0,4,3
4389,CSE2012,Design and analysis of algorithms,Dr. mamanbai,5,1,1,5,3
4390,CSE3011 ,Robotics and its Applications,Dr. sukhpreeet,5,2,0,1,2
4391,EEE1001,Basic Electrical and Electronics Engineering,Dr. bhabhiya,5,4,1,4,4
4392,CSE3505,Foundations of Data Analytics,Dr. tinku,3,2,2,5,3
4393,CSE4001 ,Parallel and Distributed Computing,Dr. dhurve,4,4,1,1,5
4394,CSE4003 ,Cyber Security,Dr. nawed,4,5,4,3,5
4395,CSE2005 ,Operating Systems,Dr. santi,5,3,3,3,2
4396,CSE4019 ,Image Processing,Dr. mitnu,4,1,2,4,4
4397,CSE3505,Foundations of Data Analytics,Dr. shakuna,3,3,0,3,4
4398,CSE3013 ,Artificial Intelligence,Dr. manjar,3,3,1,5,3
4399,CSE3024 ,Web Mining,Dr. satayanarayan,2,4,4,3,5
4400,CSE3020 ,Data Visualization,Dr. sahaja,5,1,2,1,5
4401,CSE4014 ,High Performance Computing,Dr. njare,2,5,0,3,3
4402,EEE1001,Basic Electrical and Electronics Engineering,Dr. saidul,4,4,0,3,2
4403,CSE4019 ,Image Processing,Dr. banita,5,2,2,1,2
4404,CSE3018 ,Content Based Image and Video Retrieval,Dr. radha,3,2,2,3,5
4405,CSE1007 ,Java Programming,Dr. vakil,4,5,1,1,2
4406,ECE3502,IoT Domain Analyst,Dr. preyojit,1,1,4,5,5
4407,ECE3501,IoT Fundamentals,Dr. asagar,5,1,3,1,3
4408,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. susan,1,1,3,5,3
4409,CSE2023,Robotic Process Automation,Dr. rihaan,4,1,1,5,2
4410,CSE2013,Theory of Computation,Dr. mammta,5,5,4,2,5
4411,CSE1004 ,Network and Communication,Dr. nosad,3,4,0,2,3
4412,CSE3021 ,Social and Information Networks,Dr. bhala,4,2,2,2,3
4413,CSE2013,Theory of Computation,Dr. dhiraj,5,1,0,3,2
4414,CSE2014,Compiler Design,Dr. joya,2,1,1,1,4
4415,MAT1014,Discrete Mathematics and Graph Theory,Dr. sorav,3,4,2,1,5
4416,CSE4004 ,Digital Forensics,Dr. vasu,2,4,3,5,4
4417,CSE1004 ,Network and Communication,Dr. lalital,5,2,2,4,2
4418,CSE3505,Foundations of Data Analytics,Dr. fiyaz,5,5,2,5,3
4419,ECE3502,IoT Domain Analyst,Dr. sarojni,2,3,1,3,5
4420,CSE3009 ,Internet of Things,Dr. manira,3,2,3,5,3
4421,CSE2004 ,Database Management Systems,Dr. bitto,5,3,4,2,3
4422,CSE3029 ,Game Programming,Dr. dhanjay,4,1,1,1,2
4423,MAT2002,Applications of Differential and Difference Equations,Dr. annat,1,1,4,5,5
4424,CSE3006 ,Embedded System Design,Dr. ansu,1,5,0,3,3
4425,CSE2004 ,Database Management Systems,Dr. dhrmveer,3,2,1,5,5
4426,CSE4019 ,Image Processing,Dr. resham,4,2,2,1,3
4427,CSE3006 ,Embedded System Design,Dr. julee,3,2,1,3,3
4428,CSE4014 ,High Performance Computing,Dr. ruchit,4,3,4,2,4
4429,CSE3002 ,Internet and Web Programming,Dr. mujefir,5,3,4,2,3
4430,CSE3006 ,Embedded System Design,Dr. lamani,4,3,3,4,4
4431,EEE1001,Basic Electrical and Electronics Engineering,Dr. veerpal,4,3,1,4,2
4432,CSE3013 ,Artificial Intelligence,Dr. nassin,5,2,1,2,3
4433,CSE2012,Design and analysis of algorithms,Dr. fakir,2,3,2,4,3
4434,CSE4001 ,Parallel and Distributed Computing,Dr. subjeet,4,2,3,1,2
4435,CSE3020 ,Data Visualization,Dr. kesri,4,5,0,2,2
4436,CSE2023,Robotic Process Automation,Dr. dharmandra,5,2,2,2,3
4437,CSE3002 ,Internet and Web Programming,Dr. megha,5,1,2,3,4
4438,ECE3502,IoT Domain Analyst,Dr. shyamveer,3,2,2,2,3
4439,CSE3506,Essentials of Data Analytics,Dr. navi,5,1,1,3,2
4440,MAT3004 ,Applied Linear Algebra,Dr. mahaveer,2,5,2,5,3
4441,CSE3502,Information Security Management,Dr. chhagana,2,4,3,3,2
4442,CSE2005 ,Operating Systems,Dr. indal,2,5,2,4,3
4443,CSE4011 ,Virtualization,Dr. saraswati,1,4,0,4,5
4444,CSE3024 ,Web Mining,Dr. charu,4,3,3,4,3
4445,CSE1004 ,Network and Communication,Dr. mosim,4,1,1,2,4
4446,CSE3501,Information Security Analysis and Audit,Dr. birpal,1,3,2,2,5
4447,MAT1014,Discrete Mathematics and Graph Theory,Dr. januka,1,3,2,4,3
4448,CSE3505,Foundations of Data Analytics,Dr. virat,3,4,3,2,3
4449,CSE4001 ,Parallel and Distributed Computing,Dr. visvajeet,4,5,0,1,5
4450,CSE4003 ,Cyber Security,Dr. sujal,4,5,4,4,5
4451,CSE3025 ,Large Scale Data Processing,Dr. sudeshwer,4,5,1,1,4
4452,ECE3501,IoT Fundamentals,Dr. gaytree,4,2,4,1,4
4453,CSE4022 ,Natural Language Processing,Dr. rajnesh,2,5,4,4,5
4454,CSE4019 ,Image Processing,Dr. abhiraj,4,5,2,5,2
4455,CSE2001 ,Computer Architecture and Organization,Dr. bhanumati,5,1,2,3,3
4456,CSE3020 ,Data Visualization,Dr. dharmender,1,4,2,3,5
4457,CSE4022 ,Natural Language Processing,Dr. warmati,1,3,3,1,3
4458,CSE2001 ,Computer Architecture and Organization,Dr. nilam,1,3,1,2,3
4459,CSE3505,Foundations of Data Analytics,Dr. sidhart,4,5,2,2,4
4460,CSE3011 ,Robotics and its Applications,Dr. dhmendar,5,2,1,5,3
4461,CSE3029 ,Game Programming,Dr. gulfasha,1,3,1,4,2
4462,CSE2014,Compiler Design,Dr. jasoda,5,1,4,5,5
4463,CSE2012,Design and analysis of algorithms,Dr. shneha,2,1,1,2,5
4464,CSE3011 ,Robotics and its Applications,Dr. amir,5,3,0,3,5
4465,CSE3020 ,Data Visualization,Dr. shahbuddin,1,5,0,4,5
4466,CSE3502,Information Security Management,Dr. mansa,5,3,2,4,3
4467,CSE4015 ,Human Computer Interaction,Dr. aruna,3,3,2,4,3
4468,CSE3006 ,Embedded System Design,Dr. urendra,1,5,1,4,3
4469,CSE3002 ,Internet and Web Programming,Dr. neema,1,1,0,5,2
4470,MAT2002,Applications of Differential and Difference Equations,Dr. parshu,2,3,3,1,5
4471,CSE4015 ,Human Computer Interaction,Dr. tazaudeen,4,4,2,1,3
4472,CSE3013 ,Artificial Intelligence,Dr. manjesh,3,5,1,5,2
4473,CSE2014,Compiler Design,Dr. hoor,3,1,3,5,2
4474,CSE3505,Foundations of Data Analytics,Dr. saroop,4,3,0,4,5
4475,CSE2004 ,Database Management Systems,Dr. ramwatar,4,4,1,2,3
4476,CSE2011 ,Data Structures and Algorithms,Dr. irtu,3,3,1,5,3
4477,MAT2002,Applications of Differential and Difference Equations,Dr. ramvihar,2,4,2,3,2
4478,CSE1003 ,Digital Logic and Design,Dr. matok,4,1,1,3,3
4479,CSE3013 ,Artificial Intelligence,Dr. zoya,1,1,1,3,2
4480,MAT3004 ,Applied Linear Algebra,Dr. mousin,2,4,3,4,5
4481,CSE3502,Information Security Management,Dr. hajrat,2,3,2,2,4
4482,CSE2013,Theory of Computation,Dr. alkesh,1,1,2,3,4
4483,CSE1007 ,Java Programming,Dr. sanand,1,5,2,4,4
4484,CSE2011 ,Data Structures and Algorithms,Dr. giriraj,5,5,3,4,4
4485,CSE3506,Essentials of Data Analytics,Dr. jahir,5,1,1,4,2
4486,ECE3502,IoT Domain Analyst,Dr. mhendar,3,1,1,1,2
4487,CSE2011 ,Data Structures and Algorithms,Dr. sarfraj,1,2,0,4,2
4488,CSE3006 ,Embedded System Design,Dr. chatan,3,5,1,5,5
4489,CSE3018 ,Content Based Image and Video Retrieval,Dr. harib,4,1,5,4,5
4490,CSE3502,Information Security Management,Dr. sabbu,1,4,3,2,4
4491,CSE3006 ,Embedded System Design,Dr. shishram,4,1,1,2,2
4492,CSE3006 ,Embedded System Design,Dr. sukanya,1,3,3,2,3
4493,MAT1014,Discrete Mathematics and Graph Theory,Dr. hazu,1,4,1,3,3
4494,CSE3024 ,Web Mining,Dr. chhotelal,2,1,3,2,5
4495,CSE1003 ,Digital Logic and Design,Dr. basanta,5,3,0,4,3
4496,CSE3001 ,Software Engineering,Dr. pahalwan,2,2,2,4,3
4497,CSE4019 ,Image Processing,Dr. nooruddin,4,4,2,3,2
4498,CSE3011 ,Robotics and its Applications,Dr. banarsi,3,1,2,5,5
4499,CSE2012,Design and analysis of algorithms,Dr. parshant,2,3,3,3,4
4500,CSE2011 ,Data Structures and Algorithms,Dr. chhotelal,4,4,1,5,2
4501,CSE2005 ,Operating Systems,Dr. jetender,3,3,0,4,2
4502,CSE2013,Theory of Computation,Dr. noorjahan,3,4,1,5,5
4503,ECE3502,IoT Domain Analyst,Dr. rishi,1,3,4,5,5
4504,CSE3006 ,Embedded System Design,Dr. matul,5,3,1,5,3
4505,CSE1004 ,Network and Communication,Dr. pammy,1,5,0,4,5
4506,CSE3011 ,Robotics and its Applications,Dr. neharika,1,3,3,2,3
4507,CSE3505,Foundations of Data Analytics,Dr. sheeak,3,3,1,3,4
4508,CSE4019 ,Image Processing,Dr. jimi,1,4,4,4,4
4509,MAT2002,Applications of Differential and Difference Equations,Dr. rajani,1,3,1,2,3
4510,CSE2013,Theory of Computation,Dr. nasibu,4,5,2,3,4
4511,CSE2013,Theory of Computation,Dr. indresh,1,2,2,2,5
4512,CSE3502,Information Security Management,Dr. bangali,2,3,1,3,5
4513,CSE3506,Essentials of Data Analytics,Dr. manjiv,5,3,2,1,2
4514,MAT1014,Discrete Mathematics and Graph Theory,Dr. bhanwer,2,3,0,4,3
4515,MAT2002,Applications of Differential and Difference Equations,Dr. nameeta,1,2,4,2,5
4516,CSE3018 ,Content Based Image and Video Retrieval,Dr. visan,5,2,3,1,5
4517,CSE4004 ,Digital Forensics,Dr. rambha,5,1,2,5,5
4518,MAT2002,Applications of Differential and Difference Equations,Dr. prabhjeet,5,5,2,5,4
4519,EEE1001,Basic Electrical and Electronics Engineering,Dr. amirul,2,1,4,1,3
4520,CSE2001 ,Computer Architecture and Organization,Dr. hyatun,3,1,1,4,5
4521,CSE3002 ,Internet and Web Programming,Dr. suriti,4,1,1,4,3
4522,CSE1003 ,Digital Logic and Design,Dr. bhotra,2,4,2,5,4
4523,CSE2014,Compiler Design,Dr. hemant,3,3,3,1,3
4524,CSE1007 ,Java Programming,Dr. promila,3,1,0,5,4
4525,CSE2023,Robotic Process Automation,Dr. kamlajeet,1,3,0,5,2
4526,EEE1001,Basic Electrical and Electronics Engineering,Dr. samadh,3,5,3,5,4
4527,CSE2001 ,Computer Architecture and Organization,Dr. koushik,5,4,2,5,4
4528,CSE4003 ,Cyber Security,Dr. ranjit,2,1,0,4,4
4529,CSE2005 ,Operating Systems,Dr. anushka,5,5,2,2,2
4530,CSE2005 ,Operating Systems,Dr. deepchand,5,2,2,1,2
4531,MAT3004 ,Applied Linear Algebra,Dr. saniya,2,4,1,2,4
4532,CSE1007 ,Java Programming,Dr. rambhajan,1,3,3,4,5
4533,CSE2011 ,Data Structures and Algorithms,Dr. nasreen,3,2,3,1,2
4534,ECE3502,IoT Domain Analyst,Dr. devik,1,1,1,3,4
4535,CSE2001 ,Computer Architecture and Organization,Dr. ratiman,5,4,2,3,2
4536,CSE2023,Robotic Process Automation,Dr. aadesh,2,3,2,5,5
4537,CSE2006 ,Microprocessor and Interfacing,Dr. bundhu,1,5,0,1,5
4538,EEE1001,Basic Electrical and Electronics Engineering,Dr. rinukanwr,3,5,1,1,5
4539,CSE1004 ,Network and Communication,Dr. harprasad,3,4,0,2,5
4540,CSE1007 ,Java Programming,Dr. sapana,2,5,3,3,4
4541,MAT3004 ,Applied Linear Algebra,Dr. manti,3,5,1,3,5
4542,MAT1014,Discrete Mathematics and Graph Theory,Dr. najis,5,4,3,4,2
4543,CSE3020 ,Data Visualization,Dr. shobharam,5,3,2,3,2
4544,CSE4019 ,Image Processing,Dr. rumal,3,3,2,3,5
4545,CSE4022 ,Natural Language Processing,Dr. mahnatha,3,5,1,1,4
4546,CSE3013 ,Artificial Intelligence,Dr. darshana,3,4,4,2,5
4547,CSE3011 ,Robotics and its Applications,Dr. vanshu,2,2,1,5,4
4548,CSE1007 ,Java Programming,Dr. nirma,4,3,1,2,5
4549,CSE2023,Robotic Process Automation,Dr. taki,1,4,5,2,5
4550,ECE3502,IoT Domain Analyst,Dr. ahmad,3,4,2,2,4
4551,CSE2005 ,Operating Systems,Dr. dali,1,2,1,3,4
4552,CSE3002 ,Internet and Web Programming,Dr. khasti,2,2,3,1,2
4553,ECE3501,IoT Fundamentals,Dr. murshida,4,1,4,4,5
4554,EEE1001,Basic Electrical and Electronics Engineering,Dr. susma,3,3,3,1,5
4555,CSE2005 ,Operating Systems,Dr. nipam,5,5,1,2,2
4556,MAT2002,Applications of Differential and Difference Equations,Dr. ombir,5,5,3,2,5
4557,MAT2002,Applications of Differential and Difference Equations,Dr. satnam,2,4,2,4,2
